Class,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Theta_9,Theta_10
0.0,-2.8028139566354104,-2.8974595242938075,1.3198652455197546,0.8689936871126045,-0.05762558001195424,2.6372673503372908,2.1616955601346577,-0.5161432805944137,-1.0025347405766607,2.451557659434088,-1.4177601120452679
1.0,0.2236629677791949,-1.1616574528532344,-1.722486282687563,3.1010030047700607,-2.639065349748901,-1.0656206791231455,-1.583942423072716,0.8712640416647078,0.977460460336863,-1.269428206583035,-0.9832370038178647
2.0,-0.440196539451986,1.1750674822699663,-1.9628530642506317,-0.8565115987973,0.3974313983784575,-0.4156946897441801,1.9367165384881413,-1.957962467198507,-2.422210089111867,-1.0918434390716227,2.6381839063663115
3.0,-1.2903771617974675,2.3001733735500394,2.297704594491147,-3.231205029794382,0.6383140560991672,-1.7158753600366214,-3.115169358933461,1.2380469363357767,1.2274204435791671,-0.13998648332797173,-1.0719068181560474
